# critical-catalog-v1; Hajós / Zhou g3; seed=314159
zhou-g3-314159-12|31|0,1;0,3;0,4;0,5;0,6;0,7;0,23;1,2;1,7;2,3;2,30;3,4;3,18;3,20;3,29;3,30;4,5;5,6;6,7;8,9;8,10;8,11;8,12;8,13;8,14;8,15;8,16;8,17;9,10;9,17;10,24;10,28;11,12;11,23;12,13;13,14;14,15;15,16;16,17;18,19;18,20;18,21;18,22;18,23;18,27;18,28;18,29;19,22;19,28;20,21;21,22;23,24;23,25;23,26;23,27;24,25;25,26;26,27;29,30|0.0456063621,0.0400000000;0.1350021727,0.1428381290;0.0515175201,0.2910706395;0.0400000000,0.4539707248;0.0464248459,0.2047477236;0.0494852009,0.1152637957;0.0511395029,0.0560776877;0.0765547159,0.0811291837;0.8852254629,0.5329272782;0.7520308653,0.7560848101;0.7106914855,0.8344507934;0.7083544707,0.2131729839;0.7460350129,0.2869762258;0.7821074805,0.3603436979;0.8189720126,0.4336130693;0.8524476405,0.5040698692;0.8338009608,0.6032071750;0.7919009838,0.6804224528;0.1871382225,0.7490159491;0.2509622443,0.9600000000;0.0400000000,0.7703581364;0.0400000000,0.9600000000;0.1095263134,0.9600000000;0.3636131638,0.3845263420;0.6111910574,0.5390619270;0.4963809544,0.4780682511;0.3996454566,0.5419265263;0.3133965898,0.6413919442;0.4355834783,0.9600000000;0.0998236784,0.5644082393;0.0549924837,0.3904620037
hajos-314159-14|34|0,1;0,3;0,4;0,5;0,6;0,7;0,23;1,2;1,7;2,3;2,30;3,4;3,18;3,20;3,29;3,30;4,5;5,6;6,7;8,9;8,10;8,11;8,12;8,13;8,14;8,15;8,16;8,17;9,10;9,17;10,24;10,28;11,12;11,23;12,13;13,14;14,15;15,16;16,17;18,19;18,21;18,22;18,23;18,27;18,28;18,29;18,31;19,22;19,28;20,21;20,32;20,33;21,22;23,24;23,25;23,26;23,27;24,25;25,26;26,27;29,30;31,32;31,33;32,33|0.0759277596,0.0678778230;0.1684542820,0.1493865987;0.0712522892,0.3300217391;0.0543922924,0.4993483669;0.0696627651,0.2463090271;0.0760520048,0.1515160083;0.0806840755,0.0855438928;0.1103274240,0.1030727319;0.9600000000,0.3892324041;0.9202125224,0.6317145447;0.9083603802,0.7263330688;0.7124968217,0.1472033986;0.7683177855,0.2053006999;0.8215559287,0.2624684688;0.8748471554,0.3193546421;0.9223892691,0.3732445338;0.9389644172,0.4689358792;0.9294301979,0.5502619739;0.3494370885,0.7407539024;0.5538611155,0.9600000000;0.0400000000,0.8542481990;0.2779792197,0.9600000000;0.4307190032,0.9600000000;0.4377927556,0.3581243815;0.7078103807,0.5402672601;0.5926185205,0.4755505319;0.4878471185,0.4564803884;0.4218887943,0.5741721611;0.6829962820,0.9032034770;0.1584112784,0.5771725026;0.0704331691,0.4349561808;0.0997815297,0.8464979569;0.1470086150,0.8966235630;0.1991803472,0.9223944032
hajos-314159-15|35|0,1;0,2;0,3;0,4;0,5;1,2;1,5;2,28;3,4;3,10;3,16;4,5;6,7;6,8;6,9;6,10;6,11;6,15;6,16;6,18;6,30;6,31;7,8;7,18;8,9;9,20;9,21;10,19;11,12;11,13;11,14;11,15;11,17;11,18;12,13;12,17;13,14;14,15;16,17;19,20;19,21;20,21;22,23;22,24;22,25;22,26;22,27;22,28;22,31;22,32;22,34;23,27;23,32;24,25;24,34;25,26;26,27;28,29;28,30;28,31;28,33;28,34;29,30;29,33;32,33|0.2728759371,0.1376244976;0.4412244077,0.1705839626;0.3522041446,0.1581394897;0.2178751224,0.0710008085;0.2322067588,0.0796956254;0.2812804805,0.1005566914;0.4860034840,0.6977059300;0.5045752842,0.9600000000;0.6402443500,0.9600000000;0.7822172463,0.9547491694;0.7450144395,0.3025951817;0.1707342564,0.8665523023;0.0739829585,0.6705003029;0.1135682307,0.7423130766;0.1549307198,0.8174532837;0.2572594258,0.8143769302;0.1596169037,0.4268060365;0.0400000000,0.6081891732;0.3515918710,0.9600000000;0.9600000000,0.6739606182;0.9600000000,0.9600000000;0.9564059208,0.8979823300;0.5146477870,0.4009118698;0.5430037836,0.5568733133;0.6029723034,0.2814031338;0.6645841779,0.3935818371;0.6318651917,0.4506533625;0.5891040174,0.5128797435;0.5332774740,0.2147744851;0.6824871973,0.3015647801;0.7271097153,0.3256289626;0.3641018868,0.4461906052;0.5402524666,0.5993485084;0.6990883023,0.3596166414;0.5524146597,0.2445703523
hajos-314159-16|27|0,2;0,3;0,4;0,5;0,22;0,23;0,24;0,26;1,2;1,5;1,25;2,6;3,4;3,10;3,16;4,5;6,7;6,8;6,9;6,10;6,11;6,15;6,16;6,18;7,8;7,18;8,9;9,20;9,21;10,19;11,12;11,13;11,14;11,15;11,17;11,18;12,13;12,17;13,14;14,15;16,17;19,20;19,21;20,21;22,23;22,26;23,24;24,25;25,26|0.5354489097,0.1744422948;0.3264713132,0.3424092983;0.5363188708,0.4803420058;0.4203055391,0.0400000000;0.4298152609,0.0568280117;0.4054282660,0.0918178696;0.5632016481,0.7574658472;0.6461127177,0.9600000000;0.7814466964,0.9600000000;0.9026429987,0.9465977128;0.7344410883,0.3929274544;0.2292165267,0.8957358949;0.0864975365,0.6892432466;0.1427026758,0.7608967568;0.2014589168,0.8351673113;0.3360850127,0.8444819811;0.2767400681,0.4669948726;0.0400000000,0.6292607982;0.4638535187,0.9600000000;0.9600000000,0.5721086084;0.9600000000,0.8290031105;0.9564787214,0.7469566930;0.4637888963,0.1727175533;0.5245060265,0.2440648499;0.5259827608,0.3310053332;0.3576471930,0.2649278315;0.3899446019,0.1560358803
zhou-g3-314159-17|18|0,2;0,3;0,4;0,5;0,6;0,10;0,11;0,13;0,14;1,5;1,11;1,17;2,3;2,13;3,4;4,5;5,14;5,15;5,16;5,17;6,7;6,8;6,9;6,10;6,12;6,13;7,8;7,12;8,9;9,10;11,12;14,15;15,16;16,17|0.4088151190,0.6153042185;0.0400000000,0.0400000000;0.5139083677,0.9600000000;0.2723848619,0.9600000000;0.0972635147,0.7575472239;0.0599934220,0.3902011886;0.7808320291,0.4250329182;0.7964188900,0.0997865008;0.7809137703,0.1950203066;0.7577184845,0.3168539187;0.6325113819,0.4870927966;0.4263714311,0.1559909585;0.8075454624,0.0400000000;0.7083837189,0.7842032009;0.1992163926,0.4645204635;0.1087534648,0.2687262116;0.1342961738,0.0881588769;0.0482260318,0.1221218055
zhou-g3-314159-18|32|0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9;0,10;0,13;0,19;0,25;0,31;1,2;1,9;2,3;3,4;4,13;5,6;5,31;6,7;7,8;8,9;10,11;10,12;10,14;10,31;11,12;11,14;12,15;13,14;15,16;15,17;15,18;15,19;15,20;15,24;15,25;15,27;16,17;16,27;17,18;18,29;18,30;19,28;20,21;20,22;20,23;20,24;20,26;20,27;21,22;21,26;22,23;23,24;25,26;28,29;28,30;29,30|0.6083559544,0.2283685263;0.8254977394,0.0400000000;0.9563319842,0.0400000000;0.9600000000,0.2030175024;0.9191325563,0.4180835567;0.3796961438,0.1158374131;0.3394296419,0.0823840395;0.3007338678,0.0553968785;0.2838281381,0.0400000000;0.5887067221,0.0400000000;0.2080636307,0.4080588565;0.2529452955,0.6202601774;0.2283218154,0.4883031369;0.7033681584,0.6748500107;0.2838548031,0.7768927641;0.3653476354,0.5419105904;0.5142572823,0.6121849695;0.4157355594,0.6058766271;0.4474421184,0.6593692605;0.4905291367,0.7261761901;0.5520979328,0.4358191426;0.5802174662,0.3013617437;0.5588464444,0.3564323104;0.4418920186,0.3644458800;0.4070086748,0.4506347902;0.4629816634,0.2973014505;0.5941068366,0.2623761999;0.5311530233,0.5386965460;0.4909778850,0.7177880363;0.4761475310,0.7028536519;0.4995645552,0.6813126219;0.2098206408,0.1695072979
hajos-314159-20|20|0,1;0,2;0,3;0,4;0,5;1,2;1,5;2,3;3,4;4,8;4,9;5,6;6,7;6,8;6,9;6,10;6,11;6,19;7,8;7,12;9,10;10,11;11,12;12,13;12,14;13,14;13,15;13,16;13,17;13,18;13,19;14,15;15,16;16,17;17,18;18,19|0.6382571095,0.4987523677;0.5967353417,0.3533419345;0.7839893337,0.4497713097;0.7820470711,0.5323719541;0.6806496974,0.6254367024;0.4825719980,0.3612426510;0.5134866536,0.2993200812;0.2792117597,0.4439149531;0.3997780711,0.4869474234;0.8583814570,0.4762630586;0.6907241954,0.3868753360;0.9158718441,0.4949383294;0.5136211584,0.7347404201;0.2059812947,0.8311835731;0.4609440599,0.9600000000;0.2933324233,0.9600000000;0.1069718508,0.9600000000;0.0400000000,0.9600000000;0.0400000000,0.7582638182;0.1066083469,0.5127979077
hajos-314159-22|33|0,1;0,2;0,3;0,4;0,5;1,2;1,5;2,3;2,6;2,9;2,10;2,22;2,26;3,19;4,5;4,8;6,7;6,8;6,9;6,10;6,11;6,15;6,16;6,18;7,10;7,16;8,18;9,19;11,12;11,13;11,14;11,15;11,17;11,18;12,13;12,17;13,14;14,15;16,17;19,20;20,21;20,22;20,23;20,24;20,25;20,26;20,30;20,31;21,25;21,31;22,23;23,24;24,25;26,27;26,28;26,29;26,30;26,32;27,28;27,32;28,29;29,30;31,32|0.2979848939,0.0743501754;0.3848622364,0.0400000000;0.8033945489,0.1668065154;0.4283923889,0.1035782612;0.0543193579,0.2812495686;0.0782891760,0.0400000000;0.6618633242,0.6800911118;0.9600000000,0.7696235310;0.2421009234,0.6201977726;0.5141683163,0.4730065445;0.9479433803,0.5289039804;0.4801609950,0.9600000000;0.5764498508,0.9590690524;0.6831080570,0.9546135258;0.5188349078,0.9576272562;0.7404502607,0.9418132034;0.8897121566,0.9346576461;0.6441832644,0.9600000000;0.3420175405,0.8307480526;0.2852016491,0.2864237736;0.5098901420,0.2138066267;0.6791331486,0.2861983946;0.5740912850,0.4024940789;0.5588907444,0.3510580267;0.5371413641,0.2752621424;0.6225451720,0.3426305376;0.7248586232,0.1546672100;0.7688291904,0.1742114523;0.6008060819,0.1938897418;0.6519524234,0.1766121099;0.6881594730,0.1654324968;0.7354474704,0.2304062542;0.7918911500,0.1736943393
hajos-314159-23|24|0,1;0,2;0,3;1,2;1,3;2,6;2,11;2,21;3,7;4,5;4,6;4,7;4,8;4,9;4,10;4,15;5,6;5,10;7,8;8,9;9,10;11,12;11,13;11,14;11,15;11,16;11,20;11,21;11,23;12,13;12,23;13,14;14,15;16,17;16,18;16,19;16,20;16,22;16,23;17,18;17,22;18,19;19,20;21,22|0.7089633243,0.3416574388;0.6269475728,0.3515546617;0.5194245414,0.3782761225;0.8211839557,0.2964762175;0.8395207432,0.6083785091;0.8586982878,0.5517367317;0.9597411574,0.2533696612;0.9388596661,0.2855291589;0.9215350861,0.3557569578;0.8958758681,0.4369684290;0.8737119826,0.5055228273;0.2351149595,0.6595423691;0.0400000000,0.8985412008;0.1401079083,0.9600000000;0.3212113918,0.9600000000;0.5354694624,0.8450334399;0.0400000000,0.3562329690;0.0450918363,0.0746544998;0.0532570459,0.1409095465;0.0591583506,0.2454974929;0.1113835269,0.4539497072;0.2564100248,0.2980037601;0.0400000000,0.0400000000;0.0400000000,0.6853598321
zhou-g3-314159-27|22|0,2;0,3;0,4;0,5;0,6;0,10;0,11;0,13;0,14;1,5;1,11;1,17;2,3;2,13;3,4;4,5;5,14;5,15;5,16;5,17;5,18;5,19;5,20;5,21;6,7;6,8;6,9;6,10;6,12;6,13;7,8;7,12;8,9;9,10;11,12;14,15;15,21;16,17;16,19;18,19;18,20;20,21|0.4486461829,0.2772740305;0.7799088624,0.5459103919;0.6012384444,0.4195015692;0.4396717447,0.4240090348;0.3970394537,0.5430093763;0.3414445627,0.7244939785;0.7449421419,0.1652074090;0.9436556622,0.0624424842;0.8952288927,0.0776279332;0.8164016002,0.1130013270;0.6460479709,0.1907684061;0.9600000000,0.0451682623;0.9075812987,0.1814672320;0.5760182393,0.2559810446;0.1360621604,0.4562939663;0.0400000000,0.6547058875;0.5414789809,0.9600000000;0.6827597172,0.8433289832;0.1849116682,0.9600000000;0.3614712894,0.9600000000;0.0400000000,0.9600000000;0.0400000000,0.8309563891
hajos-314159-31|36|0,1;0,3;0,4;0,5;0,28;1,2;1,5;1,9;1,16;1,22;1,23;1,24;1,25;1,28;1,29;1,31;2,3;2,22;3,4;4,5;6,7;6,8;6,9;6,10;6,11;6,12;6,13;6,14;6,15;7,8;7,15;8,22;8,26;9,10;10,11;11,12;12,13;13,14;14,15;16,17;16,18;16,19;16,20;16,21;16,25;16,26;16,27;17,21;17,26;18,19;18,27;19,20;20,21;23,24;23,28;24,25;27,30;29,30;29,31;29,32;29,33;29,34;29,35;30,35;31,32;32,33;33,34;34,35|0.5837533616,0.4488900997;0.3881142491,0.4159615181;0.6028118309,0.3166215322;0.7918257520,0.4605244195;0.7065782011,0.4296973841;0.5179222710,0.3620730591;0.9600000000,0.0850998760;0.9579744818,0.2638430402;0.9600000000,0.3810918623;0.6150240299,0.0736103247;0.8484025779,0.0817768273;0.9143331722,0.0837802421;0.7951448270,0.0816000540;0.7465110642,0.0823767031;0.9510567157,0.1208793347;0.9549284090,0.1856349444;0.7072966479,0.8049126741;0.9600000000,0.8695554622;0.6140285451,0.9600000000;0.7587640442,0.9600000000;0.8742232165,0.9600000000;0.9600000000,0.9600000000;0.6812386883,0.2704606964;0.4432397371,0.4671107349;0.4926043125,0.5309545505;0.5746611724,0.6358961218;0.9600000000,0.6917042909;0.4551882213,0.9600000000;0.4231437319,0.4266558027;0.1218740823,0.7372955414;0.2064118204,0.9600000000;0.0590788804,0.5097322641;0.0400000000,0.6695470206;0.0400000000,0.8466286900;0.0400000000,0.9600000000;0.0796401947,0.9600000000
hajos-314159-32|39|0,1;0,2;0,3;0,4;0,5;1,2;1,5;2,3;3,4;4,8;4,9;5,6;6,7;6,8;6,9;6,11;6,19;6,38;7,8;7,12;9,10;10,11;10,26;10,33;11,12;12,13;12,14;13,14;13,15;13,16;13,17;13,18;13,19;14,15;15,16;16,17;17,18;18,19;20,21;20,22;20,23;20,24;20,25;21,22;21,25;22,23;23,24;24,28;24,29;25,26;26,27;26,28;26,29;26,30;26,31;27,28;27,32;29,30;30,31;31,32;32,33;32,34;33,34;33,35;33,36;33,37;33,38;34,35;35,36;36,37;37,38|0.0942315054,0.3010411248;0.2638792439,0.2850924603;0.2094875213,0.2982210644;0.1045527682,0.3266024275;0.1027695308,0.3718989856;0.1535542201,0.2937299053;0.0662773327,0.3015211464;0.1390581193,0.5379883802;0.1094075689,0.4284915066;0.3241179157,0.2783893676;0.4992568406,0.4722000387;0.1856929889,0.8166515061;0.2793307768,0.7062121296;0.1611477193,0.6773850486;0.2293343875,0.7609065455;0.1895634717,0.8047581854;0.1773145227,0.7695328094;0.1645613501,0.7211415304;0.1391269410,0.6090377236;0.1122389847,0.4920408361;0.9555044136,0.4573796319;0.9057128137,0.4710209773;0.9484560422,0.4030064342;0.9530281541,0.3415787514;0.9583632344,0.2967432526;0.8523320411,0.4977865103;0.7937781703,0.4900041153;0.9532931617,0.2351868297;0.8946086160,0.3364331781;0.9579733092,0.5226063064;0.9568020154,0.5865919434;0.9600000000,0.6132954828;0.9600000000,0.1882088103;0.7091935070,0.1231093979;0.9600000000,0.0636248142;0.9600000000,0.0400000000;0.8131236223,0.0400000000;0.6104056224,0.0400000000;0.3870845803,0.0493496369
zhou-g3-314159-34|31|0,1;0,2;0,4;0,5;0,14;1,2;1,5;2,3;3,4;3,26;4,5;4,14;4,15;4,19;4,26;6,7;6,8;6,10;6,11;6,12;6,13;6,18;6,27;6,28;6,29;6,30;7,8;7,13;8,9;9,10;9,14;9,24;10,11;11,30;12,13;12,29;14,15;14,16;14,17;14,18;14,23;14,24;15,16;16,17;17,18;19,20;19,21;19,22;19,23;19,25;19,26;20,21;20,25;21,22;22,23;24,25;27,28;27,30;28,29|0.3835548811,0.1710396002;0.4632474598,0.0598817559;0.5249445775,0.0831530648;0.5999049781,0.1002893921;0.4279809741,0.0400000000;0.4140169546,0.0924072913;0.5012087754,0.9074830226;0.3650756281,0.7801038003;0.3099983233,0.7357569117;0.5447469241,0.6456572047;0.8372274380,0.9600000000;0.6661997780,0.9329008979;0.6092579098,0.8386575634;0.4374959950,0.8360621548;0.3155483389,0.3410614758;0.1379078560,0.0666655283;0.0400000000,0.2135574380;0.0400000000,0.4142218679;0.1806539484,0.6311776426;0.8111267309,0.1597734795;0.9286321900,0.3782791777;0.8871307634,0.3112527129;0.8367596620,0.2340643153;0.6322794904,0.2650276090;0.6425036160,0.4649714675;0.9600000000,0.4298226651;0.6833070258,0.1224958540;0.8008134745,0.9490095691;0.7601522788,0.9339004359;0.7395992019,0.8699842717;0.5593410634,0.9161956757
zhou-g3-314159-35|33|0,2;0,3;0,4;0,5;0,22;0,23;0,24;0,26;1,2;1,5;1,25;2,6;3,4;3,10;3,16;4,5;6,7;6,8;6,9;6,10;6,11;6,15;6,16;6,18;7,8;7,18;8,9;9,20;9,21;10,19;11,12;11,13;11,15;11,17;11,18;11,32;12,13;12,17;13,14;13,27;13,28;13,29;13,30;13,31;13,32;14,15;14,29;16,17;19,20;19,21;20,21;22,23;22,26;23,24;24,25;25,26;27,28;27,31;28,29;30,31;30,32|0.5469168743,0.1447132584;0.3910769086,0.2820154707;0.6250211615,0.4070703495;0.4125723165,0.0400000000;0.4254453542,0.0530913222;0.4098663285,0.0737252995;0.6808640778,0.6977475489;0.8454898582,0.9600000000;0.9600000000,0.8966958332;0.9600000000,0.7219141334;0.7529948991,0.2985321817;0.3580985630,0.8942830211;0.0895708217,0.6877545858;0.1895772465,0.7590133727;0.2033287092,0.5543536505;0.4658011584,0.7277039141;0.3518432992,0.4433831898;0.0401472395,0.6532613304;0.6531565296,0.9600000000;0.9600000000,0.3390602343;0.9600000000,0.5679750966;0.9576145999,0.4907675440;0.4839758721,0.1362225127;0.5546320371,0.2002466439;0.5771526779,0.2662944585;0.4039697031,0.2017125002;0.4103988727,0.1165858655;0.2416783266,0.7675041167;0.2043021553,0.6822158702;0.2034602983,0.6066194395;0.3814775316,0.8490094313;0.3001461198,0.8029556878;0.3255992427,0.8627470650
